"","doc_id","token","upos","Entity","pos_previous","pos_next","token_previous","token_next"
"11995","doc1499","rmt","NOUN","Irrelavant",NA,NA,NA,NA
"20235","doc2533","nt","PART","Irrelavant","pos[w-1]=AUX","pos[w+1]=VERB","token[w-1]=do","token[w-1]=let"
"17432","doc2185","communication","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=marketing","token[w-1]=games"
"17369","doc2177","maga","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=realdonaldtrump","token[w-1]=gop"
"25918","doc3268","chi","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADP","token[w-1]=lambda","token[w-1]=alpha"
"12190","doc1526","civil","ADJ","Profession","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=advocate","token[w-1]=discourse"
"26177","doc3305","forever","ADV","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=goodness","token[w-1]=read"
"19715","doc2472","served","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADP","token[w-1]=unitednations","token[w-1]=ufeeuff"
"16206","doc2030","u","PRON","Irrelavant","pos[w-1]=VERB","pos[w+1]=ADP","token[w-1]=trust","token[w-1]=nvr"
"2692","doc341","cars","NOUN","Irrelavant","pos[w-1]=VERB","pos[w+1]=ADV","token[w-1]=flying","token[w-1]=lunar"
"13636","doc1713","blackgaywriter","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=mmufcblackgayauthor",NA
"22500","doc2825","many","ADJ","Irrelavant","pos[w-1]=VERB","pos[w+1]=PROPN","token[w-1]=watches","token[w-1]=youtube"
"28595","doc3619","vp","X","Irrelavant","pos[w-1]=X","pos[w+1]=X","token[w-1]=div","token[w-1]=sears"
"13196","doc1654","st","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=oxford","token[w-1]=action"
"24594","doc3085","wayuauffeufaf","NOUN","Irrelavant","pos[w-1]=ADJ",NA,"token[w-1]=hard",NA
"247","doc37","along","ADP","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=series","token[w-1]=pete"
"27494","doc3467","individual","ADJ","Irrelavant","pos[w-1]=VERB","pos[w+1]=ADV","token[w-1]=think","token[w-1]=just"
"13343","doc1672","new","ADJ","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=seeking","token[w-1]=opportunities"
"14643","doc1847","tweets","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=responders",NA
"4847","doc606","humor","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=love","token[w-1]=art"
"6761","doc844","food","NOUN","Profession","pos[w-1]=NOUN",NA,"token[w-1]=ceos",NA
"13887","doc1746","new","ADJ","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=met","token[w-1]=people"
"12684","doc1589","katrinashirk","NOUN","Irrelavant","pos[w-1]=ADP","pos[w+1]=PUNCT","token[w-1]=insta","token[w-1]=<U+393C><U+3E33>"
"28171","doc3558","wish","VERB","Irrelavant","pos[w-1]=PART","pos[w+1]=NOUN","token[w-1]=nt","token[w-1]=work"
"5254","doc658","stopsmokingstl","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=folo","token[w-1]=selling"
"29464","doc3713","httpstcoxclrbbgii","X","Irrelavant","pos[w-1]=NOUN","pos[w+1]=X","token[w-1]=time","token[w-1]=httpstcopjtlkhntu"
"13372","doc1674","media","NOUN","Profession","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=social","token[w-1]=marketing"
"23366","doc2935","company","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=tour","token[w-1]=designs"
"6398","doc800","capital","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=forex",NA
"14471","doc1829","en","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=X","token[w-1]=oil","token[w-1]=plein"
"19955","doc2503","curious","ADJ","Irrelavant","pos[w-1]=ADV","pos[w+1]=NOUN","token[w-1]=passionately","token[w-1]=ufd"
"28677","doc3626","hoarder","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=makeup","token[w-1]=lover"
"29611","doc3730","will","AUX","Irrelavant","pos[w-1]=PRON","pos[w+1]=VERB","token[w-1]=nothing","token[w-1]=work"
"3502","doc439","alpha","ADV","Irrelavant","pos[w-1]=VERB",NA,"token[w-1]=distributed",NA
"1588","doc207","fill","NOUN","Irrelavant","pos[w-1]=X","pos[w+1]=NOUN","token[w-1]=followufcufa","token[w-1]=speed"
"14346","doc1806","tweeters","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=california",NA
"17974","doc2252","msc","ADJ","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=wales","token[w-1]=student"
"8997","doc1123","inc","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=company",NA
"742","doc98","exporterer","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=wholesaler","token[w-1]=cricket"
"13235","doc1658","watch","DET","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=n<U+393C><U+3E32>t","token[w-1]=clock"
"13958","doc1758","golden","ADJ","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=years"
"2751","doc351","model","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADP","token[w-1]=lingerie","token[w-1]=uf"
"6640","doc830","follow","VERB","Irrelavant","pos[w-1]=PART","pos[w+1]=ADJ","token[w-1]=nt","token[w-1]=unfollow"
"25787","doc3245","<U+393C><U+3E34>","PUNCT","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=reigns","token[w-1]=engineer"
"17299","doc2168","real","ADJ","Irrelavant","pos[w-1]=ADP","pos[w+1]=ADJ","token[w-1]=uf","token[w-1]=ufaf"
"15323","doc1926","quotesfactspoems","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=VERB","token[w-1]=adviserwritermotivational","token[w-1]=inspirationslink"
"14337","doc1804","officer","NOUN","Profession","pos[w-1]=AUX",NA,"token[w-1]=ias",NA
"17255","doc2163","odykezie","X","Irrelavant","pos[w-1]=X","pos[w+1]=X","token[w-1]=ig","token[w-1]=dimohachi"
"29667","doc3738","forever","ADV","Irrelavant","pos[w-1]=ADV","pos[w+1]=ADJ","token[w-1]=young","token[w-1]=young"
"27627","doc3485","good","ADJ","Personality","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=party","token[w-1]=human"
"18175","doc2280","n<U+393C><U+3E32>t","VERB","Irrelavant","pos[w-1]=AUX","pos[w+1]=ADJ","token[w-1]=does","token[w-1]=create"
"24352","doc3057","father","NOUN","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=husband"
"81","doc10","born","VERB","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=lives"
"2267","doc293","ambassador","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=reconciliation","token[w-1]=excellence"
"7242","doc904","love","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=confident","token[w-1]=people"
"11323","doc1400","kingdom","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=united","token[w-1]=years"
"5141","doc645","hehimhis","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=PRON","token[w-1]=eroticism","token[w-1]=httpstcotiauur"
"30803","doc3880","lady","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=cat","token[w-1]=bit"
"21277","doc2673","will","AUX","Irrelavant","pos[w-1]=ADV","pos[w+1]=ADV","token[w-1]=always","token[w-1]=always"
"9986","doc1241","timmis","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=miles","token[w-1]=ufesutton"
"17219","doc2159","co","X","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=dhs","token[w-1]=ufbtrainmf"
"1543","doc204","do","AUX","Irrelavant",NA,"pos[w+1]=PART",NA,"token[w-1]=nt"
"8333","doc1041","get","VERB","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=help","token[w-1]=followers"
"3818","doc477","california","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADP","token[w-1]=streets","token[w-1]=uf"
"5230","doc656","halfway","VERB","Irrelavant","pos[w-1]=PRON","pos[w+1]=NOUN","token[w-1]=youre","token[w-1]=ufb"
"28528","doc3608","business","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=politics","token[w-1]=life"
"9473","doc1181","love","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=AUX","token[w-1]=day","token[w-1]=should"
"6293","doc782","husband","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=maker","token[w-1]=father"
"2873","doc366","postgres","NOUN","Irrelavant","pos[w-1]=VERB",NA,"token[w-1]=built",NA
"7181","doc897","music","NOUN","Hobbies","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=love","token[w-1]=movies"
"6380","doc797","mr","ADJ","Irrelavant",NA,"pos[w+1]=ADJ",NA,"token[w-1]=big"
"1755","doc229","entrepreneur","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=businessman","token[w-1]=investor"
"20321","doc2546","fashion","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=passionate","token[w-1]=journalism"
"15136","doc1904","strength","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=jesus","token[w-1]=dramaliving"
"3826","doc479","tries","NOUN","Irrelavant",NA,"pos[w+1]=VERB",NA,"token[w-1]=think"
"25137","doc3155","<U+393C><U+3E35>","PUNCT","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=heartofaking","token[w-1]=mindofahustler"
"2585","doc327","makkal","ADJ","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=ufaavijay","token[w-1]=iyakkamuff"
"6361","doc792","else","ADJ","Irrelavant","pos[w-1]=PRON","pos[w+1]=VERB","token[w-1]=everyone","token[w-1]=taken"
"2894","doc369","u","X","Irrelavant","pos[w-1]=X","pos[w+1]=NOUN","token[w-1]=writerso","token[w-1]=call"
"19058","doc2390","lost","ADJ","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=calm","token[w-1]=buh"
"20934","doc2620","student","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=school","token[w-1]=canoe"
"21319","doc2678","myntra","NOUN","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=product"
"12980","doc1627","politics","NOUN","Hobbies","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=interest","token[w-1]=peace"
"19845","doc2489","soundunseen","AUX","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=director","token[w-1]=minneapolis"
"25916","doc3268","bushcheney","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=lax","token[w-1]=lambda"
"8490","doc1059","forward","ADV","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=way",NA
"1205","doc160","uze","X","Irrelavant","pos[w-1]=X","pos[w+1]=NOUN","token[w-1]=peepel","token[w-1]=heer"
"2458","doc317","hs","NOUN","Irrelavant","pos[w-1]=VERB","pos[w+1]=SCONJ","token[w-1]=married","token[w-1]=uufef"
"24610","doc3088","de","X","Irrelavant","pos[w-1]=X","pos[w+1]=NOUN","token[w-1]=venezolana","token[w-1]=coraz"
"13295","doc1666","u","PRON","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=tin","token[w-1]=gat"
"21799","doc2735","bore","NOUN","Irrelavant","pos[w-1]=VERB",NA,"token[w-1]=getting",NA
"12869","doc1609","nt","PART","Irrelavant","pos[w-1]=AUX","pos[w+1]=VERB","token[w-1]=do","token[w-1]=use"
"30560","doc3845","controles","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=body","token[w-1]=governments"
"27683","doc3491","university","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=aazam","token[w-1]=islamabad"
"24184","doc3038","grandma","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=mother","token[w-1]=daughter"
"27273","doc3439","phil","NOUN","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=uffuffd"
"11936","doc1492","galatasaraysk","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=gsesports",NA
"17911","doc2246","lass","X","Irrelavant","pos[w-1]=X","pos[w+1]=X","token[w-1]=pa","token[w-1]=kafan"
"19117","doc2400","dieticianufffufeeating","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=clinical","token[w-1]=healthy"
"21556","doc2705","catholic","NOUN","Religion","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=father","token[w-1]=proud"
"2264","doc293","aerospace","NOUN","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=pioneer"
"25493","doc3203","lbnhady","INTJ","Irrelavant",NA,NA,NA,NA
"20234","doc2533","do","AUX","Irrelavant","pos[w-1]=ADJ","pos[w+1]=PART","token[w-1]=negative","token[w-1]=nt"
"11623","doc1447","beautiful","ADJ","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=husband","token[w-1]=caring"
"24269","doc3049","farmerhuman","ADJ","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=agroconsultant","token[w-1]=development"
"13766","doc1730","people","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADV","token[w-1]=harris","token[w-1]=uufef"
"25361","doc3186","fly","ADV","Irrelavant","pos[w-1]=ADV","pos[w+1]=VERB","token[w-1]=dtfdown","token[w-1]=make"
"24469","doc3070","life","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=lover","token[w-1]=eagle"
"27538","doc3472","follower","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=vibrant","token[w-1]=christ"
"28020","doc3537","pow","ADV","Irrelavant","pos[w-1]=VERB","pos[w+1]=ADV","token[w-1]=dreaming","token[w-1]=mostly"
"18193","doc2282","pick","NOUN","Irrelavant","pos[w-1]=PUNCT","pos[w+1]=NOUN","token[w-1]=<U+393C><U+3E31>","token[w-1]=pieces"
"12620","doc1581","touch","NOUN","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=get","token[w-1]=email"
"29986","doc3781","become","VERB","Irrelavant","pos[w-1]=AUX","pos[w+1]=ADJ","token[w-1]=ufbtrying","token[w-1]=inspiring"
"13371","doc1674","social","ADJ","Profession","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=development","token[w-1]=media"
"26255","doc3316","un","ADJ","Irrelavant","pos[w-1]=ADP","pos[w+1]=NOUN","token[w-1]=morto","token[w-1]=papa"
"249","doc37","stevens","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=pete",NA
"6085","doc758","social","ADJ","Profession","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=writer","token[w-1]=entrepreneuri"
"19333","doc2429","prayer","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=first","token[w-1]=love"
"24005","doc3012","sofvshionable","ADJ","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=channel","token[w-1]=httpstcouaxerabfs"
"12134","doc1519","fool","NOUN","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=singing","token[w-1]=philosophy"
"4750","doc599","opinions","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=X","token[w-1]=thebodyshopuk","token[w-1]=uaa"
"6429","doc805","ufe","ADP","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=world","token[w-1]=able"
"6764","doc845","qui","ADV","Irrelavant","pos[w-1]=ADV","pos[w+1]=ADJ","token[w-1]=holus","token[w-1]=est"
"4053","doc505","uduf","ADV","Irrelavant","pos[w-1]=AUX","pos[w+1]=ADJ","token[w-1]=uueabuufddu","token[w-1]=uduc"
"15991","doc2001","mc","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=cooperate",NA
"3060","doc389","ambulance","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADV","token[w-1]=air","token[w-1]=privately"
"17984","doc2255","capital","ADJ","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=years","token[w-1]=times"
"27980","doc3532","girl","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=boy","token[w-1]=enjoy"
"2099","doc273","let","VERB","Irrelavant","pos[w-1]=VERB","pos[w+1]=VERB","token[w-1]=live","token[w-1]=live"
"17062","doc2139","obi","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=atiku","token[w-1]=presidentuffufecuffufec"
"14247","doc1794","social","ADJ","Profession","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=prospective","token[w-1]=studies"
"16611","doc2082","xbox","SYM","Irrelavant","pos[w-1]=VERB","pos[w+1]=ADJ","token[w-1]=add","token[w-1]=live"
"20519","doc2567","keeps","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=cricket","token[w-1]=immune"
"13749","doc1729","nature","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=scenery","token[w-1]=photography"
"19378","doc2437","buff","NOUN","Irrelavant","pos[w-1]=ADP","pos[w+1]=NOUN","token[w-1]=astro","token[w-1]=ufufufuf"
"1906","doc250","hiphop","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=blogger","token[w-1]=fan"
"5247","doc658","anybody","PRON","Irrelavant","pos[w-1]=VERB","pos[w+1]=VERB","token[w-1]=want","token[w-1]=take"
"30853","doc3885","helping","VERB","Irrelavant","pos[w-1]=SCONJ","pos[w+1]=ADJ","token[w-1]=sirius","token[w-1]=great"
"23180","doc2913","purifiers","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=air","token[w-1]=water"
"29801","doc3754","news","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=finance","token[w-1]=business"
"21435","doc2692","realty","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=professionalufeprestige","token[w-1]=consultants"
"25651","doc3220","guru","ADP","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=tech","token[w-1]=strategist"
"2318","doc300","day","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=better","token[w-1]=day"
"29208","doc3680","pursuit","NOUN","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=courage"
"17437","doc2188","stepfathersthe","NOUN","Irrelavant","pos[w-1]=DET","pos[w+1]=NOUN","token[w-1]=asssscatthe","token[w-1]=george"
"29489","doc3718","m","NOUN","Irrelavant","pos[w-1]=PUNCT","pos[w+1]=NOUN","token[w-1]=<U+393C><U+3E32>","token[w-1]=insaneuf"
"7743","doc966","founder","NOUN","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=president"
"4932","doc616","cat","NOUN","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=mom"
"17588","doc2202","stay","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADV","token[w-1]=side","token[w-1]=away"
"27228","doc3434","old","ADJ","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=years","token[w-1]=model"
"15618","doc1960","lifelong","ADJ","Irrelavant","pos[w-1]=DET","pos[w+1]=NOUN","token[w-1]=teacher","token[w-1]=learner"
"24787","doc3113","got","AUX","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=ive","token[w-1]=shit"
"21583","doc2707","us","PRON","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=smirks","token[w-1]=man"
"27937","doc3527","supposed","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=personality","token[w-1]=dull"
"17173","doc2152","racists","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=maga","token[w-1]=keep"
"4197","doc524","interest","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=research","token[w-1]=current"
"19375","doc2437","public","ADJ","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=intuitive","token[w-1]=speaker"
"29371","doc3701","valuable","ADJ","Irrelavant","pos[w-1]=ADV","pos[w+1]=AUX","token[w-1]=trully","token[w-1]=do"
"15894","doc1993","community","NOUN","Profession","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=environmental","token[w-1]=advocate"
"16302","doc2046","job","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=home","token[w-1]=love"
"3814","doc476","plz","X","Irrelavant","pos[w-1]=X",NA,"token[w-1]=dm",NA
"14656","doc1849","every","DET","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=live","token[w-1]=day"
"16241","doc2036","fcubd","VERB","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=pirates",NA
"15839","doc1986","drinker","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=eater",NA
"8154","doc1023","assessment","NOUN","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=testing","token[w-1]=consulting"
"6518","doc815","ufd","ADJ","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=fit","token[w-1]=penthouse"
"16655","doc2091","nblest","ADJ","Irrelavant","pos[w-1]=PUNCT","pos[w+1]=NOUN","token[w-1]=<U+393C><U+3E33>","token[w-1]=rt"
"17365","doc2177","president","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=AUX","token[w-1]=support","token[w-1]=donald"
"13811","doc1735","human","ADJ","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=philosopher","token[w-1]=rts"
"31347","doc3948","proud","ADJ","Personality",NA,"pos[w+1]=NOUN",NA,"token[w-1]=culture"
"17321","doc2170","life","NOUN","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=getting","token[w-1]=track"
"3000","doc381","worlds","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=life","token[w-1]=ep"
"23152","doc2907","law","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=xphile","token[w-1]=student"
"6120","doc764","assoc","NOUN","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=vicepresident"
"27266","doc3438","e","X","Irrelavant","pos[w-1]=NOUN","pos[w+1]=X","token[w-1]=networks","token[w-1]=tv"
"2964","doc378","christloves","VERB","Irrelavant","pos[w-1]=SCONJ","pos[w+1]=DET","token[w-1]=sjesus","token[w-1]=americaamericansthe"
"13510","doc1694","fairtradecanada","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=PUNCT","token[w-1]=marcomms","token[w-1]=<U+393C><U+3E35>"
"12071","doc1508","composer","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=music","token[w-1]=drummer"
"17389","doc2179","kitchen","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=flexx","token[w-1]=thisiswhattranslookslike"
"11545","doc1435","doctor","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=care","token[w-1]=many"
"6790","doc849","academic","ADJ","Profession","pos[w-1]=ADV","pos[w+1]=PRON","token[w-1]=online","token[w-1]=writingwe"
"10230","doc1267","dad","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=assessor","token[w-1]=best"
"28739","doc3631","double","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=stunt",NA
"30218","doc3805","ppl","NOUN","Organization","pos[w-1]=NOUN",NA,"token[w-1]=wit",NA
"18040","doc2262","smiles","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=CCONJ","token[w-1]=full","token[w-1]=nd"
"14074","doc1770","manager","NOUN","Profession",NA,"pos[w+1]=ADV",NA,"token[w-1]=truly"
"4561","doc573","<U+613C><U+3E39>","PUNCT","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=wreck","token[w-1]=chicago"
"6498","doc812","sc","X","Irrelavant","pos[w-1]=X","pos[w+1]=X","token[w-1]=kirtsin","token[w-1]=ykirtsin"
"26366","doc3331","seriously","ADV","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=behalf","token[w-1]=injured"
"22843","doc2872","uf","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=X","token[w-1]=lover","token[w-1]=mommy"
"2286","doc297","urban","ADJ","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=updated","token[w-1]=commentary"
"21052","doc2639","speaker","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=VERB","token[w-1]=motivational","token[w-1]=loves"
"9786","doc1217","like","ADP","Irrelavant","pos[w-1]=ADJ","pos[w+1]=ADJ","token[w-1]=weird","token[w-1]=draw"
